customer_id,order_id,order_date,ship_date,ship_mode,months
HP-14815,CA-2014-121664,06-05-2014,10-05-2014,Standard Class,May      
TS-21340,CA-2014-140032,08-09-2014,13-09-2014,Standard Class,September
FC-14245,CA-2015-104059,13-06-2015,15-06-2015,Second Class,June     
TB-21625,CA-2015-152891,25-10-2015,30-10-2015,Standard Class,October  
PB-19150,CA-2015-167269,16-06-2015,20-06-2015,Standard Class,June     
LS-16975,CA-2016-112025,30-07-2016,04-08-2016,Standard Class,July     
FO-14305,CA-2017-106943,14-11-2017,19-11-2017,Standard Class,November 
TT-21460,CA-2017-141439,26-11-2017,01-12-2017,Standard Class,November 
EP-13915,US-2017-165953,31-12-2016,06-01-2017,Standard Class,December 
CP-12340,CA-2016-133613,17-06-2016,22-06-2016,Standard Class,June     
AS-10630,US-2015-146745,03-09-2015,08-09-2015,Standard Class,September
SS-20515,CA-2015-103135,24-07-2015,28-07-2015,Standard Class,July     
AS-10240,CA-2015-150749,29-03-2015,03-04-2015,Second Class,March    
JW-16075,CA-2016-101385,25-09-2016,01-10-2016,Standard Class,September
MM-17920,US-2016-121013,05-09-2016,10-09-2016,Standard Class,September
DC-12850,CA-2015-143532,19-03-2015,24-03-2015,Standard Class,March    
JF-15490,CA-2016-159653,22-05-2016,22-05-2016,Same Day,May      
MS-17710,CA-2016-119186,26-05-2016,26-05-2016,Same Day,May      
AJ-10945,CA-2016-115378,18-11-2016,23-11-2016,Second Class,November 
EP-13915,CA-2017-102099,18-12-2017,19-12-2017,First Class,December 
CW-11905,CA-2014-133753,09-06-2014,13-06-2014,Second Class,June     
LH-16900,US-2017-103814,09-12-2017,16-12-2017,Standard Class,December 
CP-12085,CA-2017-144064,29-08-2017,01-09-2017,First Class,August   
RB-19435,US-2014-105137,10-10-2014,10-10-2014,Same Day,October  
RP-19390,CA-2014-148383,27-12-2014,31-12-2014,Standard Class,December 
CM-12445,CA-2014-133851,09-06-2014,16-06-2014,Standard Class,June     
SJ-20215,CA-2016-108644,30-09-2016,03-10-2016,First Class,September
SW-20455,CA-2015-150560,11-12-2015,12-12-2015,First Class,December 
CW-11905,CA-2017-161655,13-05-2017,18-05-2017,Second Class,May      
AH-10075,CA-2016-149797,15-09-2016,20-09-2016,Standard Class,September
JF-15415,CA-2014-156342,17-06-2014,20-06-2014,Second Class,June     
BT-11485,CA-2015-165085,27-12-2015,31-12-2015,Standard Class,December 
CB-12415,CA-2016-147417,25-07-2016,27-07-2016,First Class,July     
EH-13990,CA-2014-103366,15-01-2014,17-01-2014,First Class,January  
SC-20095,CA-2017-152961,15-01-2017,19-01-2017,Standard Class,January  
MH-17440,CA-2016-163048,08-02-2016,15-02-2016,Standard Class,February 
DB-13615,CA-2014-137351,30-09-2014,04-10-2014,Standard Class,September
KB-16240,CA-2014-101770,31-03-2014,04-04-2014,Standard Class,March    
LR-17035,CA-2017-119011,20-08-2017,25-08-2017,Standard Class,August   
ML-17395,CA-2016-137673,05-09-2016,10-09-2016,Standard Class,September
KB-16600,CA-2017-159156,13-11-2017,16-11-2017,First Class,November 
DR-12880,CA-2016-117282,14-07-2016,18-07-2016,Standard Class,July     
JF-15490,CA-2015-133445,05-10-2015,09-10-2015,Standard Class,October  
KB-16585,CA-2016-137330,09-12-2016,13-12-2016,Standard Class,December 
BD-11725,CA-2017-146192,22-04-2017,26-04-2017,Standard Class,April    
SF-20065,CA-2016-130442,16-12-2016,19-12-2016,First Class,December 
BM-11575,CA-2017-165155,21-09-2017,23-09-2017,First Class,September
AS-10285,US-2016-106677,05-11-2016,10-11-2016,Standard Class,November 
MB-18085,US-2016-128902,11-03-2016,15-03-2016,Standard Class,March    
CS-12460,CA-2017-148691,03-12-2017,09-12-2017,Standard Class,December 
LH-16900,US-2015-136749,25-12-2015,27-12-2015,Second Class,December 
MO-17800,CA-2015-139094,22-11-2015,27-11-2015,Standard Class,November 
NB-18655,CA-2017-110310,27-10-2017,02-11-2017,Standard Class,October  
DJ-13420,CA-2014-144071,08-12-2014,15-12-2014,Standard Class,December 
CM-12190,CA-2015-152527,17-10-2015,17-10-2015,Same Day,October  
FW-14395,CA-2017-118668,02-01-2017,04-01-2017,Second Class,January  
SP-20650,CA-2016-149503,09-12-2016,12-12-2016,First Class,December 
TT-21460,US-2017-114356,20-08-2017,26-08-2017,Standard Class,August   
HF-14995,CA-2017-129833,09-12-2017,15-12-2017,Standard Class,December 
LS-16945,CA-2017-100223,05-07-2017,10-07-2017,Standard Class,July     
SC-20680,CA-2014-154781,21-11-2014,26-11-2014,Standard Class,November 
BP-11185,CA-2016-142902,12-09-2016,14-09-2016,Second Class,September
MT-17815,CA-2015-105312,06-11-2015,09-11-2015,First Class,November 
LC-16930,CA-2016-111913,04-08-2016,06-08-2016,Second Class,August   
NF-18595,CA-2015-110667,04-04-2015,08-04-2015,Standard Class,April    
SE-20110,CA-2017-105851,13-03-2017,20-03-2017,Standard Class,March    
MA-17560,CA-2015-143105,10-12-2015,10-12-2015,Same Day,December 
EB-13750,CA-2016-126809,09-04-2016,13-04-2016,Standard Class,April    
RB-19705,CA-2017-152975,14-09-2017,16-09-2017,First Class,September
EB-13705,CA-2017-107797,08-05-2017,11-05-2017,Second Class,May      
PK-19075,CA-2017-116680,04-09-2017,06-09-2017,Second Class,September
JR-16210,CA-2015-142202,18-09-2015,23-09-2015,Second Class,September
MP-17965,US-2015-149629,17-07-2015,20-07-2015,Second Class,July     
MB-18085,CA-2016-142524,04-09-2016,08-09-2016,Standard Class,September
EB-13930,US-2017-106551,22-07-2017,27-07-2017,Standard Class,July     
MS-17530,CA-2016-169887,22-10-2016,22-10-2016,Same Day,October  
AW-10930,CA-2016-120824,12-06-2016,16-06-2016,Second Class,June     
EH-14005,CA-2016-152814,28-04-2016,02-05-2016,Standard Class,April    
SC-20380,CA-2017-126354,03-02-2017,08-02-2017,Standard Class,February 
BP-11050,CA-2017-143084,18-03-2017,22-03-2017,Standard Class,March    
JW-16075,CA-2015-120621,21-03-2015,26-03-2015,Standard Class,March    
JB-16000,CA-2017-168179,02-11-2017,07-11-2017,Standard Class,November 
SH-19975,CA-2015-149083,25-09-2015,30-09-2015,Standard Class,September
JK-16120,CA-2016-113425,21-11-2016,21-11-2016,Same Day,November 
AM-10705,CA-2014-145387,31-10-2014,02-11-2014,Second Class,October  
DL-13315,CA-2014-154165,17-02-2014,24-02-2014,Standard Class,February 
BT-11530,CA-2016-148208,22-01-2016,27-01-2016,Standard Class,January  
ZD-21925,US-2016-147991,05-05-2016,09-05-2016,Standard Class,May      
NZ-18565,CA-2016-134222,10-07-2016,11-07-2016,Same Day,July     
NM-18520,CA-2016-153598,03-12-2016,06-12-2016,First Class,December 
GT-14710,CA-2016-106460,19-02-2016,22-02-2016,Second Class,February 
ML-17410,CA-2016-125794,29-09-2016,03-10-2016,Standard Class,September
HF-14995,CA-2016-117681,09-04-2016,14-04-2016,Standard Class,April    
TC-21535,CA-2017-112487,26-12-2017,30-12-2017,Standard Class,December 
RC-19960,CA-2016-130225,11-09-2016,17-09-2016,Standard Class,September
TR-21325,CA-2016-160815,05-09-2016,06-09-2016,First Class,September
HG-14965,CA-2015-156118,08-12-2015,12-12-2015,Standard Class,December 
VW-21775,CA-2014-115980,15-07-2014,19-07-2014,Standard Class,July     
MV-17485,CA-2017-122308,24-03-2017,28-03-2017,Standard Class,March    
MP-17965,CA-2016-116974,09-10-2016,15-10-2016,Standard Class,October  
LT-17110,CA-2016-157364,19-11-2016,21-11-2016,First Class,November 
DC-12850,US-2014-160444,05-07-2014,05-07-2014,Same Day,July     
MM-18055,US-2017-104451,08-05-2017,12-05-2017,Second Class,May      
MC-17845,CA-2016-116337,07-11-2016,12-11-2016,Standard Class,November 
SV-20815,CA-2015-126697,21-09-2015,24-09-2015,First Class,September
GW-14605,CA-2016-108105,16-02-2016,23-02-2016,Standard Class,February 
BM-11785,US-2015-157014,03-10-2015,06-10-2015,Second Class,October  
GA-14515,CA-2014-120950,06-11-2014,11-11-2014,Standard Class,November 
EG-13900,CA-2017-141719,17-11-2017,21-11-2017,Second Class,November 
PO-19180,CA-2017-143665,26-04-2017,01-05-2017,Standard Class,April    
VW-21775,CA-2015-151624,08-09-2015,14-09-2015,Standard Class,September
SS-20875,CA-2015-154900,25-02-2015,01-03-2015,Standard Class,February 
JS-15940,US-2014-166310,21-09-2014,23-09-2014,First Class,September
KB-16600,CA-2017-158673,29-12-2017,04-01-2018,Standard Class,December 
AT-10735,CA-2017-153787,19-05-2017,23-05-2017,Standard Class,May      
TB-21355,CA-2017-159464,18-05-2017,19-05-2017,First Class,May      
CB-12025,CA-2017-131282,05-02-2017,08-02-2017,Second Class,February 
RB-19360,CA-2016-166674,01-04-2016,03-04-2016,Second Class,April    
JS-15595,US-2014-127978,03-03-2014,08-03-2014,Standard Class,March    
DB-13270,CA-2017-122504,07-11-2017,12-11-2017,Second Class,November 
PK-19075,CA-2016-115756,05-09-2016,07-09-2016,Second Class,September
HE-14800,CA-2017-140480,08-07-2017,12-07-2017,Standard Class,July     
TS-21205,CA-2016-155978,01-08-2016,01-08-2016,Same Day,August   
NW-18400,CA-2015-115511,21-11-2015,25-11-2015,Standard Class,November 
MH-18025,CA-2015-148635,25-07-2015,27-07-2015,Second Class,July     
SU-20665,CA-2017-111388,02-09-2017,02-09-2017,Same Day,September
SN-20710,US-2016-146570,15-05-2016,20-05-2016,Standard Class,May      
Co-12640,CA-2015-147501,02-08-2015,06-08-2015,Standard Class,August   
SC-20725,CA-2017-163531,26-06-2017,30-06-2017,Standard Class,June     
RB-19570,CA-2017-130351,05-12-2017,08-12-2017,First Class,December 
AH-10210,CA-2017-146983,02-09-2017,06-09-2017,Standard Class,September
DP-13000,CA-2016-141180,15-05-2016,19-05-2016,Second Class,May      
JW-15955,CA-2016-111605,27-12-2016,02-01-2017,Standard Class,December 
DS-13180,CA-2016-127243,28-11-2016,04-12-2016,Standard Class,November 
KE-16420,US-2015-166520,16-07-2015,19-07-2015,First Class,July     
DB-12910,US-2017-159205,31-03-2017,02-04-2017,Second Class,March    
MB-17305,CA-2017-149944,12-11-2017,16-11-2017,Second Class,November 
RA-19285,US-2016-128195,04-08-2016,05-08-2016,First Class,August   
LS-16975,CA-2017-164168,12-11-2017,18-11-2017,Standard Class,November 
TS-21205,CA-2014-169649,09-12-2014,15-12-2014,Standard Class,December 
NB-18655,CA-2016-132066,16-10-2016,20-10-2016,Standard Class,October  
TH-21115,CA-2017-127782,02-11-2017,06-11-2017,Standard Class,November 
NP-18685,US-2014-131982,07-03-2014,11-03-2014,Second Class,March    
AG-10330,CA-2017-142909,22-12-2017,25-12-2017,Second Class,December 
TP-21415,CA-2016-145303,28-08-2016,31-08-2016,First Class,August   
DK-12835,CA-2017-168403,09-09-2017,15-09-2017,Standard Class,September
JO-15280,CA-2015-130890,02-11-2015,06-11-2015,Standard Class,November 
JM-15535,CA-2016-157259,24-12-2016,28-12-2016,Standard Class,December 
NC-18415,CA-2016-156503,14-10-2016,20-10-2016,Standard Class,October  
GH-14410,CA-2016-144540,05-09-2016,10-09-2016,Standard Class,September
CA-12775,CA-2015-135853,11-12-2015,14-12-2015,First Class,December 
JG-15160,CA-2016-102498,24-07-2016,25-07-2016,First Class,July     
EP-13915,CA-2017-131303,28-11-2017,02-12-2017,Standard Class,November 
RW-19540,CA-2017-128041,01-09-2017,01-09-2017,Same Day,September
ER-13855,CA-2015-127019,21-12-2015,25-12-2015,Standard Class,December 
GG-14650,US-2015-136476,05-04-2015,10-04-2015,Standard Class,April    
MC-18100,CA-2015-168809,25-08-2015,25-08-2015,Same Day,August   
SC-20695,US-2016-151260,11-12-2016,14-12-2016,First Class,December 
FH-14365,US-2017-124303,06-07-2017,13-07-2017,Standard Class,July     
MC-17590,CA-2016-131835,17-07-2016,21-07-2016,Standard Class,July     
SV-20365,CA-2014-130092,11-01-2014,14-01-2014,First Class,January  
DP-13105,CA-2017-102974,19-09-2017,24-09-2017,Standard Class,September
DB-13360,CA-2017-150623,10-04-2017,14-04-2017,Standard Class,April    
JO-15145,CA-2017-130764,27-10-2017,28-10-2017,First Class,October  
SW-20755,CA-2014-134726,02-11-2014,07-11-2014,Second Class,November 
SP-20650,CA-2015-124919,31-05-2015,02-06-2015,First Class,May      
AH-10210,CA-2017-147956,24-12-2017,31-12-2017,Standard Class,December 
TH-21235,CA-2016-108224,14-05-2016,14-05-2016,Same Day,May      
JJ-15445,CA-2015-151785,05-03-2015,10-03-2015,Standard Class,March    
TS-21655,CA-2015-137064,06-02-2015,13-02-2015,Standard Class,February 
PW-19030,CA-2016-140256,22-08-2016,29-08-2016,Standard Class,August   
CL-12565,CA-2014-125731,10-09-2014,16-09-2014,Standard Class,September
SC-20800,CA-2017-102267,30-11-2017,04-12-2017,Standard Class,November 
LE-16810,CA-2017-108329,09-12-2017,14-12-2017,Standard Class,December 
BT-11485,CA-2016-122511,11-03-2016,11-03-2016,Same Day,March    
DM-13345,CA-2016-129861,17-06-2016,23-06-2016,Standard Class,June     
KH-16360,CA-2014-118304,29-04-2014,04-05-2014,Standard Class,April    
JM-15655,CA-2017-151225,27-10-2017,29-10-2017,First Class,October  
TB-21250,US-2016-166660,30-01-2016,01-02-2016,Second Class,January  
BS-11755,CA-2017-123778,23-09-2017,30-09-2017,Standard Class,September
GW-14605,CA-2014-168312,01-03-2014,07-03-2014,Standard Class,March    
BD-11635,CA-2014-152422,05-10-2014,10-10-2014,Second Class,October  
MS-17830,CA-2015-124044,23-07-2015,26-07-2015,Second Class,July     
MY-17380,US-2017-101721,23-07-2017,27-07-2017,Standard Class,July     
ZD-21925,CA-2014-143336,27-08-2014,01-09-2014,Second Class,August   
EK-13795,CA-2017-108091,16-11-2017,21-11-2017,Standard Class,November 
BF-11170,US-2016-120460,30-04-2016,05-05-2016,Standard Class,April    
PB-19105,US-2017-101518,03-11-2017,08-11-2017,Standard Class,November 
PL-18925,CA-2017-119564,15-12-2017,20-12-2017,Standard Class,December 
JL-15175,US-2017-156083,04-11-2017,11-11-2017,Standard Class,November 
JH-15820,CA-2015-133536,28-03-2015,30-03-2015,Second Class,March    
KS-16300,CA-2015-169677,13-01-2015,15-01-2015,Second Class,January  
SJ-20215,CA-2017-122987,16-08-2017,16-08-2017,Same Day,August   
LF-17185,CA-2015-109512,05-03-2015,05-03-2015,Same Day,March    
RA-19885,CA-2016-101343,17-07-2016,22-07-2016,Standard Class,July     
FC-14245,CA-2015-115693,10-12-2015,15-12-2015,Standard Class,December 
EP-13915,US-2016-159856,18-10-2016,22-10-2016,Standard Class,October  
MK-17905,US-2016-148901,14-05-2016,19-05-2016,Standard Class,May      
PP-18955,CA-2015-146087,06-07-2015,11-07-2015,Standard Class,July     
KA-16525,CA-2017-116498,30-05-2017,03-06-2017,Standard Class,May      
MB-17305,CA-2017-169124,03-07-2017,10-07-2017,Standard Class,July     
RL-19615,CA-2014-133830,05-12-2014,10-12-2014,Standard Class,December 
RE-19450,CA-2015-142454,15-08-2015,19-08-2015,Standard Class,August   
NC-18415,CA-2014-135755,03-05-2014,10-05-2014,Standard Class,May      
EB-13750,CA-2015-128083,12-03-2015,17-03-2015,Standard Class,March    
BK-11260,CA-2016-130799,11-11-2016,16-11-2016,Second Class,November 
BD-11605,CA-2017-144694,24-09-2017,26-09-2017,Second Class,September
GT-14710,US-2014-135881,23-05-2014,27-05-2014,Standard Class,May      
DK-12985,CA-2015-134894,07-12-2015,11-12-2015,Standard Class,December 
KB-16585,CA-2014-149538,04-04-2014,08-04-2014,Standard Class,April    
JG-15310,CA-2017-119578,22-12-2017,27-12-2017,Second Class,December 
KB-16600,US-2017-118038,09-12-2017,11-12-2017,First Class,December 
VM-21835,US-2016-123610,12-05-2016,16-05-2016,Standard Class,May      
BK-11260,CA-2017-151183,14-10-2017,19-10-2017,Standard Class,October  
Co-12640,CA-2014-136280,29-11-2014,06-12-2014,Standard Class,November 
MC-18130,CA-2015-148432,07-11-2015,10-11-2015,Second Class,November 
CC-12475,US-2014-163146,16-05-2014,20-05-2014,Standard Class,May      
DV-13045,CA-2017-125745,30-06-2017,04-07-2017,Standard Class,June     
TB-21190,CA-2014-163447,27-12-2014,31-12-2014,Standard Class,December 
DK-12895,CA-2017-133501,27-08-2017,01-09-2017,Standard Class,August   
JK-15325,CA-2016-158043,31-01-2016,04-02-2016,Second Class,January  
JK-16120,CA-2016-117849,15-04-2016,17-04-2016,Second Class,April    
AJ-10780,CA-2017-111577,16-10-2017,21-10-2017,Standard Class,October  
EJ-13720,CA-2017-123085,03-03-2017,08-03-2017,Standard Class,March    
SP-20650,CA-2014-155208,16-04-2014,20-04-2014,Standard Class,April    
CV-12295,US-2017-117534,25-03-2017,26-03-2017,First Class,March    
CA-12055,CA-2016-168081,24-04-2016,27-04-2016,Second Class,April    
DM-12955,CA-2014-101175,09-12-2014,14-12-2014,Standard Class,December 
JS-16030,CA-2016-160220,20-10-2016,26-10-2016,Standard Class,October  
RK-19300,CA-2015-159786,12-10-2015,17-10-2015,Second Class,October  
LS-17245,CA-2016-152765,15-06-2016,18-06-2016,First Class,June     
DK-12835,CA-2017-149489,24-04-2017,27-04-2017,First Class,April    
CM-11935,CA-2015-147816,24-09-2015,26-09-2015,Second Class,September
DO-13645,CA-2017-102309,23-09-2017,25-09-2017,Second Class,September
CV-12295,CA-2016-123120,04-09-2016,08-09-2016,Standard Class,September
KL-16555,CA-2017-147333,14-12-2017,20-12-2017,Standard Class,December 
AT-10735,CA-2016-112893,09-09-2016,13-09-2016,Second Class,September
LC-17050,US-2017-119319,06-11-2017,09-11-2017,Second Class,November 
AB-10255,CA-2017-126662,17-07-2017,21-07-2017,Standard Class,July     
RO-19780,CA-2015-162607,12-05-2015,18-05-2015,Standard Class,May      
RW-19540,CA-2015-157959,03-02-2015,04-02-2015,First Class,February 
BF-11170,CA-2015-145835,13-05-2015,18-05-2015,Second Class,May      
TP-21415,CA-2017-137470,17-09-2017,17-09-2017,Same Day,September
AP-10915,US-2017-132059,23-09-2017,29-09-2017,Standard Class,September
DB-13120,CA-2015-101889,27-12-2015,31-12-2015,Standard Class,December 
BF-11020,CA-2017-133333,18-09-2017,22-09-2017,Standard Class,September
KH-16330,CA-2017-128944,19-06-2017,21-06-2017,Second Class,June     
JL-15175,CA-2017-128734,24-12-2017,31-12-2017,Standard Class,December 
DP-13000,US-2017-154872,14-05-2017,18-05-2017,Standard Class,May      
LD-17005,CA-2016-116379,07-11-2016,12-11-2016,Standard Class,November 
AA-10645,CA-2017-157196,05-11-2017,09-11-2017,Standard Class,November 
RB-19795,US-2017-110576,28-11-2017,02-12-2017,Standard Class,November 
GB-14530,CA-2016-149314,02-07-2016,07-07-2016,Second Class,July     
KM-16375,CA-2017-135937,20-02-2017,27-02-2017,Standard Class,February 
AJ-10795,CA-2017-142342,17-07-2017,19-07-2017,Second Class,July     
JE-15745,US-2017-141852,09-11-2017,14-11-2017,Standard Class,November 
LS-16975,CA-2014-137092,20-10-2014,22-10-2014,Second Class,October  
MM-17920,US-2015-157154,10-01-2015,15-01-2015,Standard Class,January  
SM-20950,CA-2015-107902,28-08-2015,02-09-2015,Standard Class,August   
PS-18760,CA-2017-156237,14-09-2017,15-09-2017,First Class,September
RB-19705,CA-2015-129854,22-08-2015,26-08-2015,Standard Class,August   
